SourceIdentifier,SourceFileName,GLAccountCode,Division,SubDivision,ProfitCentre1,ProfitCentre2,PlantCode,ReturnPeriod,SupplierGSTIN,DocumentType,SupplyType,DocumentNumber,DocumentDate,OriginalDocumentNumber,OriginalDocumentDate,CRDRPreGST,LineNumber,CustomerGSTIN,UINorComposition,OriginalCustomerGSTIN,CustomerName,CustomerCode,BillToState,ShipToState,POS,PortCode,ShippingBillNumber,ShippingBillDate,FOB,ExportDuty,HSNorSAC,ProductCode,ProductDescription,CategoryOfProduct,UnitOfMeasurement,Quantity,TaxableValue,IntegratedTaxRate,IntegratedTaxAmount,CentralTaxRate,CentralTaxAmount,StateUTTaxRate,StateUTTaxAmount,CessRateAdvalorem,CessAmountAdvalorem,CessRateSpecific,CessAmountSpecific,InvoiceValue,ReverseChargeFlag,TCSFlag,eComGSTIN,ITCFlag,ReasonForCreditDebitNote,AccountingVoucherNumber,AccountingVoucherDate,Userdefinedfield1,Userdefinedfield2,Userdefinedfield3
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","INV","TAX","2TEST-HSN6","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","33","","","","","","37071000","","wheat","","KGS","60.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","INV","TAX","2TEST-HSN7","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","0.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","INV","TAX","2TEST-HSN8","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","33","","","","","","37071000","","wheat","","KGS","0.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","INV","TAX","2TEST-HSN9","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","0.000","0.00","","200.00","","0.00","","0.00","","0.00","","0.00","100.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","CR","TAX","2TEST-HSN11","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","29","","","","","","25232910","","wheat","","KGS","110.000","10000.00","18.000","1800.00","","","","","","200.00","","200.00","55000.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","CR","TAX","2TEST-HSN13","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","29","","","","","","25232910","","wheat","","KGS","130.000","10000.00","18.000","1800.00","","","","","","200.00","","200.00","55000.00","Y","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","CR","TAX","2TEST-HSN15","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","29","","","","","","25232910","","wheat","","KGS","150.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","CR","TAX","2TEST-HSN16","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","33","","","","","","25232910","","wheat","","KGS","160.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","CR","TAX","2TEST-HSN17","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","29","","","","","","25232910","","wheat","","KGS","0.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","CR","TAX","2TEST-HSN18","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","33","","","","","","25232910","","wheat","","KGS","0.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","CR","TAX","2TEST-HSN19","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","29","","","","","","25232910","","wheat","","KGS","0.000","0.00","","100.00","","0.00","","0.00","","0.00","","0.00","100.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","DR","TAX","2TEST-HSN21","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","210.000","80000.00","18.000","14400.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","DR","TAX","2TEST-HSN23","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","230.000","100000.00","18.000","18000.00","","","","","","670.00","","670.00","55000.00","Y","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","DR","TAX","2TEST-HSN25","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","250.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","DR","TAX","2TEST-HSN26","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","33","","","","","","37071000","","wheat","","KGS","260.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","DR","TAX","2TEST-HSN27","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","0.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","DR","TAX","2TEST-HSN28","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","33","","","","","","37071000","","wheat","","KGS","0.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'042024","33GSPTN0482G1Z9","DR","TAX","2TEST-HSN29","'2024-01-10","","","N","1","33GSPTN0481G1ZA","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","0.000","0.00","","300.00","","0.00","","0.00","","0.00","","0.00","100.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","INV","TAX","2TEST-HSN1","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","10.000","80000.00","18.000","14400.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","INV","TAX","2TEST-HSN2","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","33","","","","","","37071000","","wheat","","KGS","20.000","80000.00","","","9.000","7200.00","9.000","7200.00","","600.00","","600.00","55000.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","INV","TAX","2TEST-HSN3","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","30.000","90000.00","18.000","16200.00","","","","","","550.00","","550.00","55000.00","Y","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","INV","TAX","2TEST-HSN4","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","33","","","","","","37071000","","wheat","","KGS","40.000","90000.00","","","9.000","8100.00","9.000","8100.00","","570.00","","570.00","55000.00","Y","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","INV","TAX","2TEST-HSN5","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","50.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","INV","TAX","2TEST-HSN6","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","33","","","","","","37071000","","wheat","","KGS","60.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","INV","TAX","2TEST-HSN7","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","0.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","INV","TAX","2TEST-HSN8","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","33","","","","","","37071000","","wheat","","KGS","0.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","INV","TAX","2TEST-HSN9","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","0.000","0.00","","200.00","","0.00","","0.00","","0.00","","0.00","100.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","INV","TAX","2TEST-HSN10","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","33","","","","","","37071000","","wheat","","KGS","0.000","0.00","","0.00","","220.00","","220.00","","0.00","","0.00","100.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","CR","TAX","2TEST-HSN11","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","25232910","","wheat","","KGS","110.000","10000.00","18.000","1800.00","","","","","","200.00","","200.00","55000.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","CR","TAX","2TEST-HSN12","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","33","","","","","","25232910","","wheat","","KGS","120.000","10000.00","","","9.000","900.00","9.000","900.00","","200.00","","200.00","55000.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","CR","TAX","2TEST-HSN13","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","25232910","","wheat","","KGS","130.000","10000.00","18.000","1800.00","","","","","","200.00","","200.00","55000.00","Y","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","CR","TAX","2TEST-HSN14","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","33","","","","","","25232910","","wheat","","KGS","140.000","10000.00","","","9.000","900.00","9.000","900.00","","200.00","","200.00","55000.00","Y","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","CR","TAX","2TEST-HSN15","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","25232910","","wheat","","KGS","150.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","CR","TAX","2TEST-HSN16","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","33","","","","","","25232910","","wheat","","KGS","160.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","CR","TAX","2TEST-HSN17","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","25232910","","wheat","","KGS","0.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","CR","TAX","2TEST-HSN18","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","33","","","","","","25232910","","wheat","","KGS","0.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","CR","TAX","2TEST-HSN19","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","25232910","","wheat","","KGS","0.000","0.00","","100.00","","0.00","","0.00","","0.00","","0.00","100.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","CR","TAX","2TEST-HSN20","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","33","","","","","","25232910","","wheat","","KGS","0.000","0.00","","0.00","","120.00","","120.00","","0.00","","0.00","100.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","DR","TAX","2TEST-HSN21","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","210.000","80000.00","18.000","14400.00","","","","","","600.00","","600.00","55000.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","DR","TAX","2TEST-HSN22","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","33","","","","","","37071000","","wheat","","KGS","220.000","80000.00","","","9.000","7200.00","9.000","7200.00","","600.00","","600.00","55000.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","DR","TAX","2TEST-HSN23","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","230.000","100000.00","18.000","18000.00","","","","","","670.00","","670.00","55000.00","Y","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","DR","TAX","2TEST-HSN24","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","33","","","","","","37071000","","wheat","","KGS","240.000","100000.00","","","9.000","9000.00","9.000","9000.00","","650.00","","650.00","55000.00","Y","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","DR","TAX","2TEST-HSN25","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","250.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","DR","TAX","2TEST-HSN26","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","33","","","","","","37071000","","wheat","","KGS","260.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","DR","TAX","2TEST-HSN27","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","0.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","DR","TAX","2TEST-HSN28","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","33","","","","","","37071000","","wheat","","KGS","0.000","0.00","","0.00","","0.00","","0.00","","0.00","","0.00","0.00","N","N","","","","FAILED-003","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","DR","TAX","2TEST-HSN29","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","29","","","","","","37071000","","wheat","","KGS","0.000","0.00","","300.00","","0.00","","0.00","","0.00","","0.00","100.00","N","N","","","","FAILED-001","2021-08-10","","",""
"","","","","","","","G001","'052024","33GSPTN0481G1ZA","DR","TAX","2TEST-HSN30","'2024-01-10","","","N","1","33GSPTN0482G1Z9","","","CLNAME","","33","13","33","","","","","","37071000","","wheat","","KGS","0.000","0.00","","0.00","","320.00","","320.00","","0.00","","0.00","100.00","N","N","","","","FAILED-003","2021-08-10","","",""
"FILE","FGR-22","GLAV","DV1","FGR-55","PC11","PC21","G002","'052024","29AAAPH9357H000","INV","DTA","1ALL-11","'2024-05-23","ERP-SCN1","2024-01-18","N","000001","33GSPTN0481G1ZA","","","ESTUATE SOFTWARE TECHNOLOGIESA","ER-6767","33","33","33","INBLR4","4564566","'2024-01-18","567.45","8888.00","25232910","SD678","Electronics","SOD345","NOS","1000.000","152000.00","12.000","18240.00","0.000","0.00","0.000","0.00","0.000","0.00","","0.00","170240.00","N","N","","T3","","1ALL-11","2024-05-23","FGR UD1","FGR UD2","FGR UD3"
"FILE","FGR-22","GLAV","DV1","FGR-55","PC11","PC21","G002","'052024","29AAAPH9357H000","INV","DTA","1ALL-12","'2024-05-23","ERP-SCN1","2024-01-18","N","000001","33GSPTN0481G1ZA","","","ESTUATE SOFTWARE TECHNOLOGIESA","ER-6767","33","33","33","INBLR4","4564566","'2024-01-18","567.45","8888.00","25232910","SD678","Electronics","SOD345","NOS","1000.000","152000.00","12.000","18240.00","0.000","0.00","0.000","0.00","0.000","0.00","","0.00","170240.00","N","N","","T3","","1ALL-12","2024-05-23","FGR UD1","FGR UD2","FGR UD3"
"","","","","","","","AB22","'052024","29AAAPH9357H000","INV","TAX","MY25-QRCODE111","'2023-10-01","","","N","1","33GSPTN0481G1ZA","","","SAP India Private Limited","3034193","33","29","32","","","","","","37071000","STS ONSITE-DOM","wheat","Tools/Monitoring services","KGS","1000.000","152000.00","12.000","18240.00","","","","","","","","","170240.00","N","N","","","","NOV21-001","2021-08-10","","",""
"","","","","","","","AB22","'052024","29AAAPH9357H000","INV","TAX","MY25-QRCODE112","'2023-10-01","","","N","1","33GSPTN0481G1ZA","","","SAP India Private Limited","3034193","33","29","32","","","","","","37071000","STS ONSITE-DOM","wheat","Tools/Monitoring services","KGS","1000.000","152000.00","12.000","18240.00","","","","","","","","","170240.00","N","N","","","","NOV21-003","2021-08-10","","",""
"","","","","","","","AB22","'052024","29AAAPH9357H000","CR","TAX","MY25-QRCODE113","'2023-10-01","","","N","1","33GSPTN0481G1ZA","","","SAP India Private Limited","3034193","33","29","32","","","","","","37071000","STS ONSITE-DOM","wheat","Tools/Monitoring services","KGS","1000.000","152000.00","12.000","18240.00","","","","","","","","","170240.00","N","N","","","","NOV21-005","2021-08-10","","",""
"","","","","","","","AB22","'052024","29AAAPH9357H000","CR","TAX","MY25-QRCODE114","'2023-10-01","","","N","1","33GSPTN0481G1ZA","","","SAP India Private Limited","3034193","33","29","32","","","","","","37071000","STS ONSITE-DOM","wheat","Tools/Monitoring services","KGS","1000.000","152000.00","12.000","18240.00","","","","","","","","","170240.00","N","N","","","","NOV21-007","2021-08-10","","",""
"","","","","","","","AB22","'052024","29AAAPH9357H000","INV","TAX","MY25-QRCODE115","'2023-10-01","","","N","1","33GSPTN0481G1ZA","","","SAP India Private Limited","3034193","33","29","32","","","","","","37071000","STS ONSITE-DOM","wheat","Tools/Monitoring services","KGS","1000.000","152000.00","12.000","18240.00","","","","","","","","","170240.00","N","N","","","","NOV21-009","2021-08-10","","",""
"","","","","","","","AB22","'052024","29AAAPH9357H000","INV","TAX","MY25-QRCODE121","'2023-10-02","","","N","1","33GSPTN0481G1ZA","","","SAP India Private Limited","3034193","33","29","32","","","","","","37071000","STS ONSITE-DOM","wheat","Tools/Monitoring services","KGS","1000.000","152000.00","12.000","18240.00","","","","","","","","","170240.00","N","N","","","","NOV21-009","2021-08-10","","",""
"","","","","","","","AB22","'052024","29AAAPH9357H000","INV","TAX","MY25-QRCODE131","'2023-10-01","","","N","1","33GSPTN0481G1ZA","","","SAP India Private Limited","3034193","33","29","32","","","","","","37071000","STS ONSITE-DOM","wheat","Tools/Monitoring services","KGS","1000.000","152000.00","12.000","18240.00","","","","","","","","","170240.00","N","N","","","","NOV21-001","2021-08-10","","",""
"","","","","","","","G001","'012024","29AAAPH9357H000","INV","TAX","CUSGSTINDEL-10","'2024-01-01","","","N","123","33GSPTN0481G1ZA","","","ABC Company","","33","","33","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1180.00","N","N","","","","4-B2B-2","2024-01-01","","",""
"","","","","","","","G001","'012024","29AAAPH9357H000","INV","TAX","CUSGSTINDEL-11","'2024-01-01","","","N","123","33GSPTN0481G1ZA","","","ABC Company","","33","","33","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","9.000","90.00","9.00","90.00","1360.00","N","N","","","","B2BA-1","2024-01-01","","",""
"","","","","","","","AB22","'082024","29AAAPH9357H000","INV","TAX","XK32-QRCODE111","'2024-08-01","","","N","1","33GSPTN0481G1ZA","","","SAP India Private Limited","3034193","33","29","32","","","","","","37071000","STS ONSITE-DOM","wheat","Tools/Monitoring services","KGS","1000.000","152000.00","12.000","18240.00","","","","","","","","","170240.00","N","N","","","","NOV21-001","2021-08-10","","",""
"","","","","","","","AB22","'082024","29AAAPH9357H000","INV","TAX","XK32-QRCODE112","'2024-08-01","","","N","1","33GSPTN0481G1ZA","","","SAP India Private Limited","3034193","33","29","32","","","","","","37071000","STS ONSITE-DOM","wheat","Tools/Monitoring services","KGS","1000.000","152000.00","12.000","18240.00","","","","","","","","","170240.00","N","N","","","","NOV21-003","2021-08-10","","",""
"","","","","","","","AB22","'082024","29AAAPH9357H000","CR","TAX","XK32-QRCODE113","'2024-08-01","","","N","1","33GSPTN0481G1ZA","","","SAP India Private Limited","3034193","33","29","32","","","","","","37071000","STS ONSITE-DOM","wheat","Tools/Monitoring services","KGS","1000.000","152000.00","12.000","18240.00","","","","","","","","","170240.00","N","N","","","","NOV21-005","2021-08-10","","",""
"","","","","","","","AB22","'082024","29AAAPH9357H000","CR","TAX","XK32-QRCODE114","'2024-08-01","","","N","1","33GSPTN0481G1ZA","","","SAP India Private Limited","3034193","33","29","32","","","","","","37071000","STS ONSITE-DOM","wheat","Tools/Monitoring services","KGS","1000.000","152000.00","12.000","18240.00","","","","","","","","","170240.00","N","N","","","","NOV21-007","2021-08-10","","",""
"","","","","","","","AB22","'082024","29AAAPH9357H000","INV","TAX","XK32-QRCODE115","'2024-08-01","","","N","1","33GSPTN0481G1ZA","","","SAP India Private Limited","3034193","33","29","32","","","","","","37071000","STS ONSITE-DOM","wheat","Tools/Monitoring services","KGS","1000.000","152000.00","12.000","18240.00","","","","","","","","","170240.00","N","N","","","","NOV21-009","2021-08-10","","",""
"","","","","","","","AB22","'082024","29AAAPH9357H000","INV","TAX","XK32-QRCODE121","'2024-08-02","","","N","1","33GSPTN0481G1ZA","","","SAP India Private Limited","3034193","33","29","32","","","","","","37071000","STS ONSITE-DOM","wheat","Tools/Monitoring services","KGS","1000.000","152000.00","12.000","18240.00","","","","","","","","","170240.00","N","N","","","","NOV21-009","2021-08-10","","",""
"","","","","","","","AB22","'082024","29AAAPH9357H000","INV","TAX","XK32-QRCODE131","'2024-08-01","","","N","1","33GSPTN0481G1ZA","","","SAP India Private Limited","3034193","33","29","32","","","","","","37071000","STS ONSITE-DOM","wheat","Tools/Monitoring services","KGS","1000.000","152000.00","12.000","18240.00","","","","","","","","","170240.00","N","N","","","","NOV21-001","2021-08-10","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-1","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-2","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-3","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-4","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-5","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-6","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-7","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-8","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-9","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
"","","","","","","","G001","'092024","33GSPTN0481G1ZA","INV","TAX","GSTR1A-10","'2024-07-01","","","N","123","33GSPTN0482G1Z9","","","ABC Company","","33","","29","","","","","","37071000","","Automobile","","NOS","1.000","1000.00","18.000","180.00","","","","","","","","","1000.00","N","N","","","","GSTR1A-1","2024-07-01","","",""
